entityID	wikidataID	label
3239	Q644979	Blue Horde
3240	Q648046	United Duchies of Jülich-Cleves-Berg
3241	Q657946	Kolhapur State
3242	Q661340	Duchy of Salzburg
3243	Q662410	Twenty-sixth Dynasty of Egypt
3244	Q669241	League of Lezhë
3245	Q676184	Kingdom of Sussex
3246	Q697781	Principality of Stavelot-Malmedy
3247	Q698239	Hubaekje
3248	Q701273	Jinhan confederacy
3249	Q701969	Principality of Regensburg
3250	Q704278	Mahan confederacy
3251	Q704312	Grand Duchy of Frankfurt
3252	Q707584	County of Loon
3253	Q747314	Bechuanaland Protectorate
3254	Q770862	Staats-Brabant
3255	Q774783	Sovereign Principality of the United Netherlands
3256	Q777779	Kingdom of Awsan
3257	Q779011	Principality of Montenegro
3258	Q781935	Principality of Benevento
3259	Q806435	Bang Assu
3260	Q807068	Baol
3261	Q816709	Tuvan People's Republic
3262	Q832222	Caprivi Strip
3263	Q836937	Duchy of Jülich
3264	Q840601	East Turkestan
3265	Q853477	Lan Xang
3266	Q858841	Kingdom of Croatia
3267	Q861784	Sultanate of Mogadishu
3268	Q862304	Qara Khitai
3269	Q865584	Princedom of Albania
3270	Q868222	County of Coimbra
3271	Q874954	Principality of Theodoro
3272	Q875305	Northern Wei
3273	Q877381	Gaochang
3274	Q885304	Margraviate of Baden-Hachberg
3275	Q892272	Bundu
3276	Q894030	Bornu Empire
3277	Q933413	Jath State
3278	Q934644	Republic of Serbia
3279	Q940741	Republic of Hungary
3280	Q949268	Nanda Empire
3281	Q956357	Kingdom of Hejaz
3282	Q958764	Karadakh khanate
3283	Q976913	Narsinghgarh State
3284	Q999381	Jefferson Territory
3285	Q1027122	Pengwern
3286	Q1028614	Eastern Liao
3287	Q1029847	Natalia Republic
3288	Q1053874	Central India Agency
3289	Q1055713	Yan
3290	Q1059707	Lanna
3291	Q1060520	Chamba State
3292	Q1062546	Later Jin
3293	Q1062946	Characene
3294	Q1078602	Kingdom of Nepal
3295	Q1089675	Chobanids
3296	Q1141471	Northern Han
3297	Q1141632	Kingdom of Vientiane
3298	Q1142179	Orange River Colony
3299	Q1143164	Western Wei
3300	Q1145470	Western Jin dynasty
3301	Q1147043	Southern Song Dynasty
3302	Q1147373	Dongdan Kingdom
3303	Q1179260	Dayuan
3304	Q1193412	Taungoo
3305	Q1194906	Assaka
3306	Q1207105	Dewas State
3307	Q1247508	Domain of Soissons
3308	Q1274468	Republic of Bosnia and Herzegovina
3309	Q1280079	Ludamar
3310	Q1296908	Kathiri
3311	Q1328546	Kucha
3312	Q1337828	Emirate of Tbilisi
3313	Q1337854	emirate of Córdoba
3314	Q1345964	Gododdin
3315	Q1348750	Gazankulu
3316	Q1367119	Upper Yafa
3317	Q1368026	Lingnan
3318	Q1400616	Eighth Dynasty of Egypt
3319	Q1423581	Italian Regency of Carnaro
3320	Q1437302	Tan
3321	Q1469100	Beylik of Karaman
3322	Q1469742	Sunda Kingdom
3323	Q1472492	Iga
3324	Q1483495	Principality of Smolensk
3325	Q1483510	Principality of Wales
3326	Q1493843	Klein Vrystaat
3327	Q1541613	County of Astarac
3328	Q1541642	County of Besalú
3329	Q1541787	County of Pallars
3330	Q1550130	Kingdom of Artsakh
3331	Q1572529	Hanthawaddy Kingdom
3332	Q1574130	Han
3333	Q1617495	Kingdom of Jaén
3334	Q1632695	Sanjeli
3335	Q1633698	Hubushkia
3336	Q1634940	Nakhichevan Khanate
3337	Q1639475	Mountainous Republic of the Northern Caucasus
3338	Q1641428	Upper Aulaqi Sheikhdom
3339	Q1649602	Vermont Republic
3340	Q1683780	Jashpur State
3341	Q1740545	Khandesh (Provinz)
3342	Q1756546	Kingdom of Nejd and Hejaz
3343	Q1789596	Croatia in personal union with Hungary
3344	Q1792017	Kummuh
3345	Q1796232	Kingdom of Ndongo
3346	Q1923781	Albanian Republic
3347	Q1926064	Republic of Mountainous Armenia
3348	Q1949209	Taifa of Lorca
3349	Q1951905	Muhammadgarh State
3350	Q1963593	Nagod State
3351	Q1994569	Taifa of Silves
3352	Q2004491	Nuhašše
3353	Q2051582	All-Palestine Government
3354	Q2072263	Personalunion zwischen Großbritannien und Hannover
3355	Q2076823	Principality of Bidache
3356	Q2128542	Rairakhol State
3357	Q2128715	Rajgarh State
3358	Q2128743	Rajkot State
3359	Q2145361	Republik Winburg-Potchefstroom
3360	Q2232777	Taifa of Molina
3361	Q2268597	United Provinces of Central Italy
3362	Q2338948	County of Manresa
3363	Q2348016	Rijkshof Lustenau
3364	Q2354639	East Punjab
3365	Q2380231	November 1918 in Alsace-Lorraine
3366	Q2412900	Republic of Salé
3367	Q2414171	First Brazilian Republic
3368	Q2444884	Tibet
3369	Q2460753	Turira
3370	Q2477776	Kimek Khanate
3371	Q2552742	Northland State
3372	Q2568325	Kuninda Kingdom
3373	Q2608489	Aztec Empire
3374	Q2624304	Charkhari State
3375	Q2658252	Yamato (state)
3376	Q2658454	Monarchies of Malaysia
3377	Q2668600	Taifa of Niebla
3378	Q2670092	Dominion of Ceylon
3379	Q2712121	Irish Republic
3380	Q2902588	Damot
3381	Q2907860	Principality of Mingrelia
3382	Q2920715	Kldekari
3383	Q3125368	Mahdist Sudan
3384	Q3196064	Khanat bulgare du Danube
3385	Q3242360	Licchavi
3386	Q3249160	Duchy of Aragvi
3387	Q3284315	Pasai
3388	Q3307686	Visigothic Kingdom of Toulouse
3389	Q3446167	Kingdom of Derge
3390	Q3446213	Pinya Kingdom
3391	Q3446298	Mon kingdoms
3392	Q3456373	Republic of Brescia
3393	Q3456497	Italian Partisan Republics
3394	Q3486676	Taiping Heavenly Kingdom
3395	Q3503437	Ming Xia
3396	Q3610549	Kingdom of Ruhuna
3397	Q3653113	Kingdom of Syunik
3398	Q3688051	Contea di Cesana
3399	Q3688344	Contea di Lodrone
3400	Q3715864	Duchy of Bergamo
3401	Q3715872	Ducado de Piacenza
3402	Q3818153	Banu Ukhaidhir
3403	Q3834773	stati italiani dell'era feudale
3404	Q3919363	Principality of Lahojsk
3405	Q3933247	Republic of Noli
3406	Q4098922	Булеленг
3407	Q4110986	viscountcy of Osona
3408	Q4120906	东蒙古人民自治政府
3409	Q4127080	Временное Терско-Дагестанское правительство
3410	Q4127081	Временное Ферганское правительство
3411	Q4202348	Yin
3412	Q4215328	Karluk yabghu
3413	Q4232358	Копное право
3414	Q4314897	Национально-культурная автономия мусульман тюрко-татар Внутренней России и Сибири
3415	Q4397927	Russian Democratic Federative Republic
3416	Q4401071	Rajahnate of Cebu
3417	Q4461035	Akkadian empire
3418	Q4470663	Ukrainian National Government
3419	Q4783395	Xianbei state
3420	Q4807407	Asmaka Kingdom
3421	Q4843701	Great Socialist People's Libyan Arab Jamahiriya
3422	Q4899891	Beylik of Tunis
3423	Q5095124	Chi Tu
3424	Q5208973	Dai
3425	Q5215639	Danda Kingdom
3426	Q5291089	Dominion of Fiji
3427	Q5754768	Casa de Castilla
3428	Q5870215	Third Republic of the Philippines
3429	Q6372836	Karnata Kingdom
3430	Q6424991	Sultanate of Dawaro
3431	Q6680233	Lordship of Chios
3432	Q7060213	Northwest Territorial Imperative
3433	Q7216494	First Kingdom of Kakheti
3434	Q7273754	Zheltuga Republic
3435	Q7314467	Republic of Florida
3436	Q7314468	Republic of Galicia
3437	Q7636789	Sultanate of Bale
3438	Q7636791	Sultanate of Arbabni
3439	Q8050331	Yaudheya
3440	Q9512730	卑陆
3441	Q10295972	Hunnic Empire
3442	Q10310866	无雷
3443	Q10326738	朐衍国
3444	Q10401297	烏洛侯
3445	Q10416611	Vandal Kingdom
3446	Q10497243	舒庸国
3447	Q10518693	西夜
3448	Q10565777	难兜
3449	Q10882622	亚泽王朝
3450	Q10885162	Ito
3451	Q10935472	Dacheng
3452	Q11070237	後清
3453	Q11074448	戎盧
3454	Q11091440	Sui
3455	Q11120904	樊國
3456	Q11134065	Jian (state)
3457	Q11178782	Czechoslovak Republic
3458	Q11634225	Toyotomi government
3459	Q11909242	gabella de Sinope
3460	Q11951649	Territori tribal de Berber
3461	Q12031755	Kingdom of Dazhou
3462	Q12150341	Samanid Empire
3463	Q12167518	Холодноярська республіка
3464	Q12183875	Cherifian Empire
3465	Q12406729	Israeli Military Governorate
3466	Q12491026	Aru Kingdom
3467	Q12491039	Kerajaan Kubu
3468	Q12491047	Kerajaan Panjalu Ciamis
3469	Q12584384	Gojamidongguk
3470	Q12599242	Bulsabunsaguk
3471	Q12605505	Angnoguk
3472	Q13099593	Soso Empire
3473	Q13134747	Batavian Commonwealth
3474	Q13534153	Athens (ancient Kingdom)
3475	Q14120094	nước Phong
3476	Q14635091	Huo (state)
3477	Q14905932	Republic of Cuba (1902–59)
3478	Q15824804	Kénédougou Kingdom
3479	Q15903028	大同国
3480	Q15907695	Shan State Republic
3481	Q15921215	铸国
3482	Q15946662	鄖國
3483	Q15953091	郜國
3484	Q16167036	Mokjiguk
3485	Q16171455	Mioyamaguk
3486	Q16657543	Калпийский султанат
3487	Q16761250	Republika Srpska
3488	Q17001784	邗国
3489	Q17034965	臨江國
3490	Q17163785	邘国
3491	Q17163793	雍国
3492	Q17355515	Kingdom of Telemark
3493	Q17499121	崇国
3494	Q17636153	Marchesato di Castiglione del Lago
3495	Q18110343	中华文武国
3496	Q18142055	九遊龍飛雲車真命天子鄭朝
3497	Q18165301	遊騰
3498	Q18165307	鄅国
3499	Q18524206	Kingdom of Tallo
3500	Q18651818	No label Q18651818
3501	Q19276517	Kingdom of Persia
3502	Q19653765	蔡友根
3503	Q19837669	Principality of Salm
3504	Q19840305	Kongsi federation
3505	Q20062796	中华佛主国
3506	Q20103241	comtat de Ripoll
3507	Q20512270	Էթիուներ
3508	Q20716241	Ten Kingdoms
3509	Q20949725	Principality of Sperlinga
3510	Q21076477	Malaisohmat
3511	Q21076532	regne de Dauro
3512	Q21076534	República de Zululand
3513	Q21235088	Marchesato di Grana
3514	Q21296156	Republic of Venezuela
3515	Q21789783	emirat de Biu
3516	Q21789787	Emirat de Hadejia
3517	Q21815317	Emirat de Dutse
3518	Q21815329	Emirat de Muri
3519	Q21815330	Emirat de Nasarawa
3520	Q23541302	Kaluga Soviet Republic
3521	Q23668714	Yatenga Kingdom
3522	Q24935764	Marchesato di Castiglione
3523	Q25413868	Bolivian State
3524	Q25463226	Kerajaan Galunggung
3525	Q28058158	Madurai Nayak Kingdom
3526	Q28415996	褒国
3527	Q28516740	Sultanate of Pelalawan
3528	Q30943800	項國
3529	Q30944784	肥國
3530	Q30945187	代戎
3531	Q30945438	大荔之戎
3532	Q30945527	西黃國
3533	Q30945599	蓐國
3534	Q30945647	且蘭
3535	Q30945854	甲父
3536	Q42346215	Catalan State
3537	Q47499498	Pre-Colonial Basutoland
3538	Q48838869	Wao
3539	Q48838989	Sarila
3540	Q56228975	Kerajaan Banten Girang
3541	Q56228983	kerajaan Galuh Pagauban
3542	Q56228989	Kerajaan Laiwui
3543	Q56228999	Kerajaan Plakaran
3544	Q56229008	kerajaan Sidenreng
3545	Q56282578	Uryankhay Republic
3546	Q56704734	Parada Kingdom
3547	Q56885910	Emirate of Diriyah
3548	Q60614780	Kingdom of the Heruli
3549	Q61950933	Kingdom of Dalmatia
3550	Q62124078	Kesultanan Bacan
3551	Q63134381	Khwarezmian Empire
3552	Q65051443	Sheikhdom of al-`Irqa
3553	Q84314069	Русское царство
3554	Q84731185	ߞߏߟߏ߲ߞߊߟߊ߲߫
3555	Q90303093	Russian peripheral countries
3556	Q90579326	No label Q90579326
